delay (mcparamset=1) X,delay (mcparamset=1) Y,delay (mcparamset=2) X,delay (mcparamset=2) Y,delay (mcparamset=3) X,delay (mcparamset=3) Y,delay (mcparamset=4) X,delay (mcparamset=4) Y,delay (mcparamset=5) X,delay (mcparamset=5) Y,delay (mcparamset=6) X,delay (mcparamset=6) Y,delay (mcparamset=7) X,delay (mcparamset=7) Y,delay (mcparamset=8) X,delay (mcparamset=8) Y,delay (mcparamset=9) X,delay (mcparamset=9) Y,delay (mcparamset=10) X,delay (mcparamset=10) Y,delay (mcparamset=11) X,delay (mcparamset=11) Y,delay (mcparamset=12) X,delay (mcparamset=12) Y,delay (mcparamset=13) X,delay (mcparamset=13) Y,delay (mcparamset=14) X,delay (mcparamset=14) Y,delay (mcparamset=15) X,delay (mcparamset=15) Y,delay (mcparamset=16) X,delay (mcparamset=16) Y,delay (mcparamset=17) X,delay (mcparamset=17) Y,delay (mcparamset=18) X,delay (mcparamset=18) Y,delay (mcparamset=19) X,delay (mcparamset=19) Y,delay (mcparamset=20) X,delay (mcparamset=20) Y,delay (mcparamset=21) X,delay (mcparamset=21) Y,delay (mcparamset=22) X,delay (mcparamset=22) Y,delay (mcparamset=23) X,delay (mcparamset=23) Y,delay (mcparamset=24) X,delay (mcparamset=24) Y,delay (mcparamset=25) X,delay (mcparamset=25) Y,delay (mcparamset=26) X,delay (mcparamset=26) Y,delay (mcparamset=27) X,delay (mcparamset=27) Y,delay (mcparamset=28) X,delay (mcparamset=28) Y,delay (mcparamset=29) X,delay (mcparamset=29) Y,delay (mcparamset=30) X,delay (mcparamset=30) Y,delay (mcparamset=31) X,delay (mcparamset=31) Y,delay (mcparamset=32) X,delay (mcparamset=32) Y,delay (mcparamset=33) X,delay (mcparamset=33) Y,delay (mcparamset=34) X,delay (mcparamset=34) Y,delay (mcparamset=35) X,delay (mcparamset=35) Y,delay (mcparamset=36) X,delay (mcparamset=36) Y,delay (mcparamset=37) X,delay (mcparamset=37) Y,delay (mcparamset=38) X,delay (mcparamset=38) Y,delay (mcparamset=39) X,delay (mcparamset=39) Y,delay (mcparamset=40) X,delay (mcparamset=40) Y,delay (mcparamset=41) X,delay (mcparamset=41) Y,delay (mcparamset=42) X,delay (mcparamset=42) Y,delay (mcparamset=43) X,delay (mcparamset=43) Y,delay (mcparamset=44) X,delay (mcparamset=44) Y,delay (mcparamset=45) X,delay (mcparamset=45) Y,delay (mcparamset=46) X,delay (mcparamset=46) Y,delay (mcparamset=47) X,delay (mcparamset=47) Y,delay (mcparamset=48) X,delay (mcparamset=48) Y,delay (mcparamset=49) X,delay (mcparamset=49) Y,delay (mcparamset=50) X,delay (mcparamset=50) Y
7.524999999999999e-06,9.43667133064859e-09,7.524999999999999e-06,9.436504024274986e-09,7.524999999999999e-06,9.4365740962128e-09,7.524999999999999e-06,9.437105525391536e-09,7.524999999999999e-06,9.437978854550642e-09,7.524999999999999e-06,9.435771826616158e-09,7.524999999999999e-06,9.437318457581946e-09,7.524999999999999e-06,9.435960889554345e-09,7.524999999999999e-06,9.436340733279025e-09,7.524999999999999e-06,9.435791126911088e-09,7.524999999999999e-06,9.436714201557194e-09,7.524999999999999e-06,9.436972821351891e-09,7.524999999999999e-06,9.435787958218108e-09,7.524999999999999e-06,9.436193691927958e-09,7.524999999999999e-06,9.435766827111703e-09,7.524999999999999e-06,9.43612708865409e-09,7.524999999999999e-06,9.436617798065781e-09,7.524999999999999e-06,9.436451039592008e-09,7.524999999999999e-06,9.436554217194232e-09,7.524999999999999e-06,9.436535887747663e-09,7.524999999999999e-06,9.437716172630123e-09,7.524999999999999e-06,9.436203182549619e-09,7.524999999999999e-06,9.435882379215017e-09,7.524999999999999e-06,9.43781736972133e-09,7.524999999999999e-06,9.437204918954754e-09,7.524999999999999e-06,9.436287912575137e-09,7.524999999999999e-06,9.435888912904741e-09,7.524999999999999e-06,9.436760279500511e-09,7.524999999999999e-06,9.436095036509186e-09,7.524999999999999e-06,9.436182490470172e-09,7.524999999999999e-06,9.436323475028795e-09,7.524999999999999e-06,9.43650896743681e-09,7.524999999999999e-06,9.436865282368679e-09,7.524999999999999e-06,9.436953359616073e-09,7.524999999999999e-06,9.437200032411085e-09,7.524999999999999e-06,9.436373863674985e-09,7.524999999999999e-06,9.43581562238623e-09,7.524999999999999e-06,9.436262519181526e-09,7.524999999999999e-06,9.436374376968047e-09,7.524999999999999e-06,9.436045404225641e-09,7.524999999999999e-06,9.436419405119043e-09,7.524999999999999e-06,9.437160533110497e-09,7.524999999999999e-06,9.436147217542499e-09,7.524999999999999e-06,9.436370049533869e-09,7.524999999999999e-06,9.435780430562081e-09,7.524999999999999e-06,9.43799956021427e-09,7.524999999999999e-06,9.437485995477175e-09,7.524999999999999e-06,9.436479791677534e-09,7.524999999999999e-06,9.436141387758534e-09,7.524999999999999e-06,9.437361062691256e-09
7.574999999999999e-06,9.475049125049068e-09,7.574999999999999e-06,9.474887371233407e-09,7.574999999999999e-06,9.474923353670445e-09,7.574999999999999e-06,9.47540482339113e-09,7.574999999999999e-06,9.476428688340854e-09,7.574999999999999e-06,9.474087388422174e-09,7.574999999999999e-06,9.475739766069521e-09,7.574999999999999e-06,9.474321089668649e-09,7.574999999999999e-06,9.474742470096097e-09,7.574999999999999e-06,9.474130640349261e-09,7.574999999999999e-06,9.475002184558354e-09,7.574999999999999e-06,9.475363124121911e-09,7.574999999999999e-06,9.474146443033002e-09,7.574999999999999e-06,9.474527368245463e-09,7.574999999999999e-06,9.474056258040943e-09,7.574999999999999e-06,9.474455107700213e-09,7.574999999999999e-06,9.474981974562025e-09,7.574999999999999e-06,9.474857220365684e-09,7.574999999999999e-06,9.474959997581998e-09,7.574999999999999e-06,9.474904336618031e-09,7.574999999999999e-06,9.476098746526491e-09,7.574999999999999e-06,9.474605548026337e-09,7.574999999999999e-06,9.474213672913833e-09,7.574999999999999e-06,9.47622993948826e-09,7.574999999999999e-06,9.475582909109892e-09,7.574999999999999e-06,9.474609724269742e-09,7.574999999999999e-06,9.474241003078569e-09,7.574999999999999e-06,9.47513273054599e-09,7.574999999999999e-06,9.474519534078688e-09,7.574999999999999e-06,9.474458523347919e-09,7.574999999999999e-06,9.474741089114875e-09,7.574999999999999e-06,9.474909594206821e-09,7.574999999999999e-06,9.475223252218144e-09,7.574999999999999e-06,9.475376337898636e-09,7.574999999999999e-06,9.475609728395828e-09,7.574999999999999e-06,9.474703740000536e-09,7.574999999999999e-06,9.474177807123345e-09,7.574999999999999e-06,9.474602430290047e-09,7.574999999999999e-06,9.474684675153102e-09,7.574999999999999e-06,9.474416245244556e-09,7.574999999999999e-06,9.474703536944138e-09,7.574999999999999e-06,9.475500508178568e-09,7.574999999999999e-06,9.474540681601796e-09,7.574999999999999e-06,9.474706499564946e-09,7.574999999999999e-06,9.474102898057223e-09,7.574999999999999e-06,9.476376163330823e-09,7.574999999999999e-06,9.47586561395837e-09,7.574999999999999e-06,9.474787488710059e-09,7.574999999999999e-06,9.474503498604711e-09,7.574999999999999e-06,9.475771348270576e-09
7.625e-06,9.513521850288166e-09,7.625e-06,9.513523568039828e-09,7.625e-06,9.513553555311835e-09,7.625e-06,9.513622692712243e-09,7.625e-06,9.514618069388342e-09,7.625e-06,9.512459111852916e-09,7.625e-06,9.514567357871515e-09,7.625e-06,9.512790170151095e-09,7.625e-06,9.513270236271669e-09,7.625e-06,9.51258537052297e-09,7.625e-06,9.513340342128035e-09,7.625e-06,9.513972268761724e-09,7.625e-06,9.512637389308799e-09,7.625e-06,9.513184230671834e-09,7.625e-06,9.512619228756893e-09,7.625e-06,9.51296844013238e-09,7.625e-06,9.513376294100839e-09,7.625e-06,9.513091740098435e-09,7.625e-06,9.513249735805356e-09,7.625e-06,9.513286168537035e-09,7.625e-06,9.514381168772209e-09,7.625e-06,9.513121606327122e-09,7.625e-06,9.512704876613158e-09,7.625e-06,9.514704676965134e-09,7.625e-06,9.51407017047706e-09,7.625e-06,9.513087260179183e-09,7.625e-06,9.512602349461807e-09,7.625e-06,9.513725324651192e-09,7.625e-06,9.513067661173928e-09,7.625e-06,9.513016361308667e-09,7.625e-06,9.512973378682431e-09,7.625e-06,9.513145528193917e-09,7.625e-06,9.513725648427587e-09,7.625e-06,9.513851362984133e-09,7.625e-06,9.514045480893137e-09,7.625e-06,9.512867919655538e-09,7.625e-06,9.512704980822325e-09,7.625e-06,9.512979552891406e-09,7.625e-06,9.513188431211294e-09,7.625e-06,9.512833141141165e-09,7.625e-06,9.513262363152042e-09,7.625e-06,9.514424669375439e-09,7.625e-06,9.51307095923873e-09,7.625e-06,9.513089056447497e-09,7.625e-06,9.512679155445706e-09,7.625e-06,9.515187214214902e-09,7.625e-06,9.514493098600399e-09,7.625e-06,9.513103719578047e-09,7.625e-06,9.513222511512022e-09,7.625e-06,9.514170183751785e-09
7.675e-06,9.55170629438137e-09,7.675e-06,9.551778283267424e-09,7.675e-06,9.551804382844093e-09,7.675e-06,9.551556880209098e-09,7.675e-06,9.552611097326754e-09,7.675e-06,9.550570754791867e-09,7.675e-06,9.552867992710761e-09,7.675e-06,9.550961347358312e-09,7.675e-06,9.55149293570306e-09,7.675e-06,9.550792449143959e-09,7.675e-06,9.551422438892039e-09,7.675e-06,9.552200735594433e-09,7.675e-06,9.55084330993979e-09,7.675e-06,9.551511941734923e-09,7.675e-06,9.550928219131825e-09,7.675e-06,9.55115228960915e-09,7.675e-06,9.551473321324274e-09,7.675e-06,9.551181759938965e-09,7.675e-06,9.55127745668468e-09,7.675e-06,9.551372922597263e-09,7.675e-06,9.552396524915384e-09,7.675e-06,9.551240019118155e-09,7.675e-06,9.550926708689883e-09,7.675e-06,9.552817905519642e-09,7.675e-06,9.552368634633713e-09,7.675e-06,9.551213541131413e-09,7.675e-06,9.55075489337246e-09,7.675e-06,9.55207410614366e-09,7.675e-06,9.551323999070798e-09,7.675e-06,9.551288103019772e-09,7.675e-06,9.55101369903496e-09,7.675e-06,9.551035041269664e-09,7.675e-06,9.551861736339554e-09,7.675e-06,9.552100249347827e-09,7.675e-06,9.552197121551944e-09,7.675e-06,9.550890124263125e-09,7.675e-06,9.550968571274839e-09,7.675e-06,9.551205833867615e-09,7.675e-06,9.551378520341652e-09,7.675e-06,9.551041105955822e-09,7.675e-06,9.551576688414671e-09,7.675e-06,9.552879397075745e-09,7.675e-06,9.551298926274974e-09,7.675e-06,9.551240400794995e-09,7.675e-06,9.550932803024702e-09,7.675e-06,9.553586749101327e-09,7.675e-06,9.55273024216591e-09,7.675e-06,9.551147063145781e-09,7.675e-06,9.55160318728157e-09,7.675e-06,9.552272334969574e-09
7.725e-06,9.589358682902328e-09,7.725e-06,9.589509419156268e-09,7.725e-06,9.589541754926716e-09,7.725e-06,9.589239991581248e-09,7.725e-06,9.590424548520107e-09,7.725e-06,9.588210385345247e-09,7.725e-06,9.59073135381664e-09,7.725e-06,9.58867420527457e-09,7.725e-06,9.589169549521249e-09,7.725e-06,9.588469981585625e-09,7.725e-06,9.58910063331655e-09,7.725e-06,9.589904735582686e-09,7.725e-06,9.588554625376269e-09,7.725e-06,9.589160047075473e-09,7.725e-06,9.58856160816957e-09,7.725e-06,9.588903718492033e-09,7.725e-06,9.589192721743277e-09,7.725e-06,9.588939313256523e-09,7.725e-06,9.589007978279989e-09,7.725e-06,9.5891433748947e-09,7.725e-06,9.590121173295487e-09,7.725e-06,9.589053513889067e-09,7.725e-06,9.588558499095141e-09,7.725e-06,9.590598299054823e-09,7.725e-06,9.590054844992298e-09,7.725e-06,9.588925252594574e-09,7.725e-06,9.588345695597358e-09,7.725e-06,9.58962402689585e-09,7.725e-06,9.589104691744151e-09,7.725e-06,9.588901179897884e-09,7.725e-06,9.588730758451612e-09,7.725e-06,9.588812835241723e-09,7.725e-06,9.589600545958807e-09,7.725e-06,9.589867798698725e-09,7.725e-06,9.589926974999397e-09,7.725e-06,9.588520777743305e-09,7.725e-06,9.588619151501089e-09,7.725e-06,9.588814588966926e-09,7.725e-06,9.589113185136298e-09,7.725e-06,9.588738958944153e-09,7.725e-06,9.589174982599214e-09,7.725e-06,9.590578482082544e-09,7.725e-06,9.589080583353612e-09,7.725e-06,9.588842924959332e-09,7.725e-06,9.588655449467081e-09,7.725e-06,9.591334297984487e-09,7.725e-06,9.590470637255217e-09,7.725e-06,9.588726086636647e-09,7.725e-06,9.589303846099675e-09,7.725e-06,9.589973408108e-09
7.775000000000001e-06,9.627292114736773e-09,7.775000000000001e-06,9.627444312723264e-09,7.775000000000001e-06,9.627429576398547e-09,7.775000000000001e-06,9.627129319059345e-09,7.775000000000001e-06,9.628416055817647e-09,7.775000000000001e-06,9.626050815390426e-09,7.775000000000001e-06,9.628757888363566e-09,7.775000000000001e-06,9.626562211769483e-09,7.775000000000001e-06,9.627099112005328e-09,7.775000000000001e-06,9.625939174223313e-09,7.775000000000001e-06,9.626925539997104e-09,7.775000000000001e-06,9.627851237994974e-09,7.775000000000001e-06,9.62604073343171e-09,7.775000000000001e-06,9.627078021511271e-09,7.775000000000001e-06,9.625984402694008e-09,7.775000000000001e-06,9.62640348551904e-09,7.775000000000001e-06,9.626707167154137e-09,7.775000000000001e-06,9.626459477634739e-09,7.775000000000001e-06,9.627052946654766e-09,7.775000000000001e-06,9.626652957268451e-09,7.775000000000001e-06,9.628056227581732e-09,7.775000000000001e-06,9.626660298314896e-09,7.775000000000001e-06,9.626452741216794e-09,7.775000000000001e-06,9.628607995660522e-09,7.775000000000001e-06,9.627925665667235e-09,7.775000000000001e-06,9.626813577899169e-09,7.775000000000001e-06,9.626245810398556e-09,7.775000000000001e-06,9.627528914358789e-09,7.775000000000001e-06,9.627031322389719e-09,7.775000000000001e-06,9.626319120497645e-09,7.775000000000001e-06,9.626646158051499e-09,7.775000000000001e-06,9.626416020793186e-09,7.775000000000001e-06,9.627562933736426e-09,7.775000000000001e-06,9.627784925016441e-09,7.775000000000001e-06,9.62790535347074e-09,7.775000000000001e-06,9.626432621600507e-09,7.775000000000001e-06,9.626572267825151e-09,7.775000000000001e-06,9.626727833678895e-09,7.775000000000001e-06,9.627016290165833e-09,7.775000000000001e-06,9.626249180886513e-09,7.775000000000001e-06,9.626572024870894e-09,7.775000000000001e-06,9.628505742191769e-09,7.775000000000001e-06,9.626605332027704e-09,7.775000000000001e-06,9.626747909686351e-09,7.775000000000001e-06,9.626143717947851e-09,7.775000000000001e-06,9.629298197375054e-09,7.775000000000001e-06,9.628412932257497e-09,7.775000000000001e-06,9.62666341738943e-09,7.775000000000001e-06,9.627190440296269e-09,7.775000000000001e-06,9.627977207193849e-09
7.825e-06,9.665515793118716e-09,7.825e-06,9.665619963676818e-09,7.825e-06,9.665673346018768e-09,7.825e-06,9.665642749499594e-09,7.825e-06,9.666772962119287e-09,7.825e-06,9.664278738340932e-09,7.825e-06,9.66687937667214e-09,7.825e-06,9.664702887933335e-09,7.825e-06,9.665255484724071e-09,7.825e-06,9.664268836721783e-09,7.825e-06,9.665349459732545e-09,7.825e-06,9.66620059956973e-09,7.825e-06,9.664354655390797e-09,7.825e-06,9.665177297013604e-09,7.825e-06,9.664226688270153e-09,7.825e-06,9.664679963957792e-09,7.825e-06,9.665160828685083e-09,7.825e-06,9.664729981828191e-09,7.825e-06,9.665392368305933e-09,7.825e-06,9.664877663350964e-09,7.825e-06,9.666398208003574e-09,7.825e-06,9.664909821622539e-09,7.825e-06,9.664729808817035e-09,7.825e-06,9.666822382051613e-09,7.825e-06,9.666159460056194e-09,7.825e-06,9.664999157874203e-09,7.825e-06,9.664591572014676e-09,7.825e-06,9.665772937738171e-09,7.825e-06,9.66514637959505e-09,7.825e-06,9.664710814098297e-09,7.825e-06,9.664936933660114e-09,7.825e-06,9.664832269978759e-09,7.825e-06,9.665778867737737e-09,7.825e-06,9.66605058692062e-09,7.825e-06,9.66621841305635e-09,7.825e-06,9.664691332015198e-09,7.825e-06,9.664641477319344e-09,7.825e-06,9.664959164590962e-09,7.825e-06,9.66525473392684e-09,7.825e-06,9.664615294834853e-09,7.825e-06,9.665025447323726e-09,7.825e-06,9.66668188915457e-09,7.825e-06,9.664857559544699e-09,7.825e-06,9.665032486548564e-09,7.825e-06,9.664344369753709e-09,7.825e-06,9.667511501713232e-09,7.825e-06,9.666792925434499e-09,7.825e-06,9.66514336771455e-09,7.825e-06,9.665275423534739e-09,7.825e-06,9.666232776327107e-09
7.875e-06,9.703688978555755e-09,7.875e-06,9.703797355012673e-09,7.875e-06,9.703907067229944e-09,7.875e-06,9.704037206502765e-09,7.875e-06,9.705088773927838e-09,7.875e-06,9.70252281157891e-09,7.875e-06,9.705031269038046e-09,7.875e-06,9.702864496328067e-09,7.875e-06,9.703373951443083e-09,7.875e-06,9.702740508233444e-09,7.875e-06,9.703653743772796e-09,7.875e-06,9.704498314275553e-09,7.875e-06,9.702820439597113e-09,7.875e-06,9.703258757267457e-09,7.875e-06,9.702671861674958e-09,7.875e-06,9.7030924393106e-09,7.875e-06,9.703723372697274e-09,7.875e-06,9.703166181741049e-09,7.875e-06,9.703669186940051e-09,7.875e-06,9.70326556313941e-09,7.875e-06,9.7047134429195e-09,7.875e-06,9.703361534483769e-09,7.875e-06,9.702936216755346e-09,7.875e-06,9.705047219072882e-09,7.875e-06,9.704424428198496e-09,7.875e-06,9.703135936774175e-09,7.875e-06,9.702876222794455e-09,7.875e-06,9.704012813680849e-09,7.875e-06,9.703312662438256e-09,7.875e-06,9.70323711094025e-09,7.875e-06,9.70320547805475e-09,7.875e-06,9.703350777699444e-09,7.875e-06,9.703994200317452e-09,7.875e-06,9.704291275303066e-09,7.875e-06,9.704433004205935e-09,7.875e-06,9.702900376116231e-09,7.875e-06,9.702725885294507e-09,7.875e-06,9.703169443237143e-09,7.875e-06,9.703496620268424e-09,7.875e-06,9.703158163038313e-09,7.875e-06,9.703599705797817e-09,7.875e-06,9.70485350891929e-09,7.875e-06,9.703263101602914e-09,7.875e-06,9.703259931672302e-09,7.875e-06,9.702744847833091e-09,7.875e-06,9.705725674085339e-09,7.875e-06,9.705129713246899e-09,7.875e-06,9.703514725239257e-09,7.875e-06,9.703399281114931e-09,7.875e-06,9.704426781838291e-09
7.925e-06,9.742001822950293e-09,7.925e-06,9.742114442749727e-09,7.925e-06,9.742189280856765e-09,7.925e-06,9.742287093326508e-09,7.925e-06,9.743483692735169e-09,7.925e-06,9.740703639291078e-09,7.925e-06,9.7434111568237e-09,7.925e-06,9.741129727068793e-09,7.925e-06,9.741715468063328e-09,7.925e-06,9.740987773285317e-09,7.925e-06,9.741918633352588e-09,7.925e-06,9.742828489219876e-09,7.925e-06,9.740719209011189e-09,7.925e-06,9.74120744494799e-09,7.925e-06,9.74084767178265e-09,7.925e-06,9.741388091882593e-09,7.925e-06,9.742007450676207e-09,7.925e-06,9.741518053067212e-09,7.925e-06,9.742038350781714e-09,7.925e-06,9.741583193360799e-09,7.925e-06,9.743001048763383e-09,7.925e-06,9.741316313522799e-09,7.925e-06,9.741218084418066e-09,7.925e-06,9.743407117218238e-09,7.925e-06,9.742696241188023e-09,7.925e-06,9.741454535651076e-09,7.925e-06,9.741124791218346e-09,7.925e-06,9.742254333087792e-09,7.925e-06,9.741647157589254e-09,7.925e-06,9.741032863495553e-09,7.925e-06,9.74152253469741e-09,7.925e-06,9.741675214735365e-09,7.925e-06,9.742298247375705e-09,7.925e-06,9.742649602792432e-09,7.925e-06,9.742818014215883e-09,7.925e-06,9.74081216264504e-09,7.925e-06,9.741024607810496e-09,7.925e-06,9.741447045888516e-09,7.925e-06,9.741763221067798e-09,7.925e-06,9.741401085813068e-09,7.925e-06,9.741789184120848e-09,7.925e-06,9.743147236472131e-09,7.925e-06,9.741614489711096e-09,7.925e-06,9.741147553044982e-09,7.925e-06,9.740989523126586e-09,7.925e-06,9.7440549961302e-09,7.925e-06,9.743447231847776e-09,7.925e-06,9.741721938307845e-09,7.925e-06,9.741671890479026e-09,7.925e-06,9.742787676999702e-09
7.975000000000001e-06,9.780310461341473e-09,7.975000000000001e-06,9.780788547459326e-09,7.975000000000001e-06,9.780467450274468e-09,7.975000000000001e-06,9.780537531378388e-09,7.975000000000001e-06,9.782233135045238e-09,7.975000000000001e-06,9.779342840268111e-09,7.975000000000001e-06,9.782143397279696e-09,7.975000000000001e-06,9.779800191522164e-09,7.975000000000001e-06,9.780416900835124e-09,7.975000000000001e-06,9.779255282081041e-09,7.975000000000001e-06,9.780159907887406e-09,7.975000000000001e-06,9.781147430643168e-09,7.975000000000001e-06,9.779490097328816e-09,7.975000000000001e-06,9.77962479819239e-09,7.975000000000001e-06,9.779482762046126e-09,7.975000000000001e-06,9.78004930359672e-09,7.975000000000001e-06,9.780293657151986e-09,7.975000000000001e-06,9.780244688934184e-09,7.975000000000001e-06,9.78078457023945e-09,7.975000000000001e-06,9.779887604523298e-09,7.975000000000001e-06,9.781678868819951e-09,7.975000000000001e-06,9.779759354313587e-09,7.975000000000001e-06,9.779505336410039e-09,7.975000000000001e-06,9.781760561430577e-09,7.975000000000001e-06,9.781014913861993e-09,7.975000000000001e-06,9.780118939447761e-09,7.975000000000001e-06,9.779409701370388e-09,7.975000000000001e-06,9.780570581695278e-09,7.975000000000001e-06,9.779990435787987e-09,7.975000000000001e-06,9.779353728930299e-09,7.975000000000001e-06,9.780242379615557e-09,7.975000000000001e-06,9.780368863644529e-09,7.975000000000001e-06,9.780608342065737e-09,7.975000000000001e-06,9.781002550608499e-09,7.975000000000001e-06,9.781540474691574e-09,7.975000000000001e-06,9.779217102043312e-09,7.975000000000001e-06,9.779736938012577e-09,7.975000000000001e-06,9.779766375535518e-09,7.975000000000001e-06,9.780438769660201e-09,7.975000000000001e-06,9.780094290032155e-09,7.975000000000001e-06,9.780022449050724e-09,7.975000000000001e-06,9.781863372208064e-09,7.975000000000001e-06,9.780322522132341e-09,7.975000000000001e-06,9.779537537078054e-09,7.975000000000001e-06,9.779658112042336e-09,7.975000000000001e-06,9.782737478484317e-09,7.975000000000001e-06,9.781771995478781e-09,7.975000000000001e-06,9.779983777148605e-09,7.975000000000001e-06,9.780353045065596e-09,7.975000000000001e-06,9.781128214268546e-09
8.025e-06,9.819043988702484e-09,8.025e-06,9.819096952384034e-09,8.025e-06,9.819831962347135e-09,8.025e-06,9.818882569766829e-09,8.025e-06,9.820593949154828e-09,8.025e-06,9.817984629580878e-09,8.025e-06,9.820126354024392e-09,8.025e-06,9.817380238048751e-09,8.025e-06,9.818751582599745e-09,8.025e-06,9.81892820654779e-09,8.025e-06,9.817804759590414e-09,8.025e-06,9.81861173035536e-09,8.025e-06,9.819899644326659e-09,8.025e-06,9.818105975288593e-09,8.025e-06,9.816990682660208e-09,8.025e-06,9.819204832542003e-09,8.025e-06,9.819529607114557e-09,8.025e-06,9.818485540872354e-09,8.025e-06,9.819874516463747e-09,8.025e-06,9.818931144773319e-09,8.025e-06,9.819315756851579e-09,8.025e-06,9.818856701806914e-09,8.025e-06,9.818736107067903e-09,8.025e-06,9.820501382681441e-09,8.025e-06,9.820169669846258e-09,8.025e-06,9.817590365368366e-09,8.025e-06,9.818109074145655e-09,8.025e-06,9.81857722996223e-09,8.025e-06,9.819556188362509e-09,8.025e-06,9.817887351233729e-09,8.025e-06,9.818764330880129e-09,8.025e-06,9.818347051299236e-09,8.025e-06,9.819246939513226e-09,8.025e-06,9.819665936240274e-09,8.025e-06,9.818594792240174e-09,8.025e-06,9.818692307408856e-09,8.025e-06,9.818276381983719e-09,8.025e-06,9.818973597803056e-09,8.025e-06,9.817905939849195e-09,8.025e-06,9.818484389434044e-09,8.025e-06,9.81947392576781e-09,8.025e-06,9.820071763132597e-09,8.025e-06,9.818397388637157e-09,8.025e-06,9.818228402789368e-09,8.025e-06,9.818443915259603e-09,8.025e-06,9.821762258262851e-09,8.025e-06,9.820055368328636e-09,8.025e-06,9.819275622465354e-09,8.025e-06,9.818628853219223e-09,8.025e-06,9.820597251868291e-09
8.075e-06,9.857195805854726e-09,8.075e-06,9.856786292309741e-09,8.075e-06,9.858406139188883e-09,8.075e-06,9.856792146305685e-09,8.075e-06,9.858339502696551e-09,8.075e-06,9.855888454582419e-09,8.075e-06,9.857577546438321e-09,8.075e-06,9.854622082990359e-09,8.075e-06,9.856496636438567e-09,8.075e-06,9.857767049411098e-09,8.075e-06,9.855209068304146e-09,8.075e-06,9.855881714675528e-09,8.075e-06,9.858871470165607e-09,8.075e-06,9.855887854261539e-09,8.075e-06,9.854145720641644e-09,8.075e-06,9.857478996227716e-09,8.075e-06,9.85804171753534e-09,8.075e-06,9.856100026128699e-09,8.075e-06,9.858108308265785e-09,8.075e-06,9.857272851227422e-09,8.075e-06,9.856609996781442e-09,8.075e-06,9.857155484042776e-09,8.075e-06,9.857221595908295e-09,8.075e-06,9.858719101606738e-09,8.075e-06,9.858657372975888e-09,8.075e-06,9.854634481629977e-09,8.075e-06,9.856330732052865e-09,8.075e-06,9.856239514951904e-09,8.075e-06,9.858324147909306e-09,8.075e-06,9.855782439435011e-09,8.075e-06,9.856656106137298e-09,8.075e-06,9.855840142935158e-09,8.075e-06,9.857333605019776e-09,8.075e-06,9.857807017509118e-09,8.075e-06,9.855387091520177e-09,8.075e-06,9.857188801581906e-09,8.075e-06,9.85616822956029e-09,8.075e-06,9.85750058917733e-09,8.075e-06,9.854986683637787e-09,8.075e-06,9.857231259240882e-09,8.075e-06,9.858103638530152e-09,8.075e-06,9.857633910347138e-09,8.075e-06,9.855947111352927e-09,8.075e-06,9.856239898544734e-09,8.075e-06,9.856446911490727e-09,8.075e-06,9.859960380016482e-09,8.075e-06,9.857902511218053e-09,8.075e-06,9.857836115238356e-09,8.075e-06,9.856282228085146e-09,8.075e-06,9.85923734727991e-09
