"P_inst (d0=0,d1=0,d2=0,d3=0,d4=0) X","P_inst (d0=0,d1=0,d2=0,d3=0,d4=0) Y","P_inst (d0=0,d1=0,d2=0,d3=0,d4=1) X","P_inst (d0=0,d1=0,d2=0,d3=0,d4=1) Y","P_inst (d0=0,d1=0,d2=0,d3=1,d4=0) X","P_inst (d0=0,d1=0,d2=0,d3=1,d4=0) Y","P_inst (d0=0,d1=0,d2=0,d3=1,d4=1) X","P_inst (d0=0,d1=0,d2=0,d3=1,d4=1) Y","P_inst (d0=0,d1=0,d2=1,d3=0,d4=0) X","P_inst (d0=0,d1=0,d2=1,d3=0,d4=0) Y","P_inst (d0=0,d1=0,d2=1,d3=0,d4=1) X","P_inst (d0=0,d1=0,d2=1,d3=0,d4=1) Y","P_inst (d0=0,d1=0,d2=1,d3=1,d4=0) X","P_inst (d0=0,d1=0,d2=1,d3=1,d4=0) Y","P_inst (d0=0,d1=0,d2=1,d3=1,d4=1) X","P_inst (d0=0,d1=0,d2=1,d3=1,d4=1) Y","P_inst (d0=0,d1=1,d2=0,d3=0,d4=0) X","P_inst (d0=0,d1=1,d2=0,d3=0,d4=0) Y","P_inst (d0=0,d1=1,d2=0,d3=0,d4=1) X","P_inst (d0=0,d1=1,d2=0,d3=0,d4=1) Y","P_inst (d0=0,d1=1,d2=0,d3=1,d4=0) X","P_inst (d0=0,d1=1,d2=0,d3=1,d4=0) Y","P_inst (d0=0,d1=1,d2=0,d3=1,d4=1) X","P_inst (d0=0,d1=1,d2=0,d3=1,d4=1) Y","P_inst (d0=0,d1=1,d2=1,d3=0,d4=0) X","P_inst (d0=0,d1=1,d2=1,d3=0,d4=0) Y","P_inst (d0=0,d1=1,d2=1,d3=0,d4=1) X","P_inst (d0=0,d1=1,d2=1,d3=0,d4=1) Y","P_inst (d0=0,d1=1,d2=1,d3=1,d4=0) X","P_inst (d0=0,d1=1,d2=1,d3=1,d4=0) Y","P_inst (d0=0,d1=1,d2=1,d3=1,d4=1) X","P_inst (d0=0,d1=1,d2=1,d3=1,d4=1) Y","P_inst (d0=1,d1=0,d2=0,d3=0,d4=0) X","P_inst (d0=1,d1=0,d2=0,d3=0,d4=0) Y","P_inst (d0=1,d1=0,d2=0,d3=0,d4=1) X","P_inst (d0=1,d1=0,d2=0,d3=0,d4=1) Y","P_inst (d0=1,d1=0,d2=0,d3=1,d4=0) X","P_inst (d0=1,d1=0,d2=0,d3=1,d4=0) Y","P_inst (d0=1,d1=0,d2=0,d3=1,d4=1) X","P_inst (d0=1,d1=0,d2=0,d3=1,d4=1) Y","P_inst (d0=1,d1=0,d2=1,d3=0,d4=0) X","P_inst (d0=1,d1=0,d2=1,d3=0,d4=0) Y","P_inst (d0=1,d1=0,d2=1,d3=0,d4=1) X","P_inst (d0=1,d1=0,d2=1,d3=0,d4=1) Y","P_inst (d0=1,d1=0,d2=1,d3=1,d4=0) X","P_inst (d0=1,d1=0,d2=1,d3=1,d4=0) Y","P_inst (d0=1,d1=0,d2=1,d3=1,d4=1) X","P_inst (d0=1,d1=0,d2=1,d3=1,d4=1) Y","P_inst (d0=1,d1=1,d2=0,d3=0,d4=0) X","P_inst (d0=1,d1=1,d2=0,d3=0,d4=0) Y","P_inst (d0=1,d1=1,d2=0,d3=0,d4=1) X","P_inst (d0=1,d1=1,d2=0,d3=0,d4=1) Y","P_inst (d0=1,d1=1,d2=0,d3=1,d4=0) X","P_inst (d0=1,d1=1,d2=0,d3=1,d4=0) Y","P_inst (d0=1,d1=1,d2=0,d3=1,d4=1) X","P_inst (d0=1,d1=1,d2=0,d3=1,d4=1) Y","P_inst (d0=1,d1=1,d2=1,d3=0,d4=0) X","P_inst (d0=1,d1=1,d2=1,d3=0,d4=0) Y","P_inst (d0=1,d1=1,d2=1,d3=0,d4=1) X","P_inst (d0=1,d1=1,d2=1,d3=0,d4=1) Y","P_inst (d0=1,d1=1,d2=1,d3=1,d4=0) X","P_inst (d0=1,d1=1,d2=1,d3=1,d4=0) Y","P_inst (d0=1,d1=1,d2=1,d3=1,d4=1) X","P_inst (d0=1,d1=1,d2=1,d3=1,d4=1) Y"
1.403322567676197e-07,-0.0001489914884790637,1.127251199819077e-07,-6.600865991645974e-08,1.126545301922747e-07,3.91811329227869e-09,1.125397919281455e-07,-2.192516105272641e-09,1.125580432507397e-07,2.303171254213989e-10,1.122e-07,-1.732543428628338e-08,1.128547782607122e-07,5.055772167615148e-08,1.128107333815357e-07,-1.675183647996115e-09,1.200661328445226e-07,7.423065170364485e-06,1.12225e-07,-3.236360025686731e-06,1.126440579000703e-07,1.419253109270022e-08,1.122e-07,6.08529126592416e-09,1.126702740244736e-07,3.889146143898738e-10,1.12313355746578e-07,-2.168086610408619e-06,1.20025e-07,1.011769333882787e-05,1.200921426963709e-07,-1.17415106425669e-05,1.200834013379323e-07,-2.509606602435594e-06,1.12524652402117e-07,-3.93933375635503e-08,1.128698373284119e-07,1.075658302453229e-08,1.124857926760319e-07,-3.056318623975464e-09,1.12225e-07,1.263316470405263e-06,1.122567490199121e-07,-2.428281698282072e-06,1.20025e-07,1.006772139664189e-05,1.200562219585007e-07,9.234240011039983e-06,1.124763639204356e-07,-2.856565854194658e-11,1.122568736471597e-07,-2.892785217501265e-06,1.124821912306405e-07,2.529853802864549e-08,1.124063574453781e-07,-1.532745151880518e-08,1.125432728019641e-07,3.766577714901803e-09,1.128524994220551e-07,-3.127169510757633e-09,1.201076819572695e-07,-2.267556858570886e-05,1.403322567676513e-07,-0.0001489915013246267
1.403365938312883e-07,-0.0001579641006510634,1.129928958240583e-07,-5.687011749593872e-08,1.128825569878302e-07,6.251101702359228e-09,1.126541636228641e-07,-3.977359614908286e-09,1.126970173483263e-07,-4.966581852039898e-10,1.12225e-07,-2.743113984652822e-06,1.132781658634148e-07,4.383918582986728e-08,1.131914743319287e-07,-7.472015762006811e-10,1.200761357092049e-07,3.035550782053668e-06,1.122569370219123e-07,-3.122564238082927e-06,1.128594427546081e-07,1.810733438173253e-08,1.12225e-07,-1.254478232334927e-06,1.129169734095675e-07,2.041656703139049e-09,1.12356677873289e-07,-2.098682579844164e-06,1.200581638659164e-07,9.144641899372507e-06,1.200960713481855e-07,-1.543862466555593e-05,1.200922668839788e-07,-1.187463336914607e-05,1.125947680613e-07,-4.34167280677004e-08,1.13312008102421e-07,7.650092539861358e-09,1.125477963920353e-07,-1.559417980652264e-09,1.122568977494137e-07,1.285973222063244e-06,1.123133948646947e-07,-2.397405284250046e-06,1.200580314475436e-07,9.110858080570678e-06,1.200657941553838e-07,7.514302750013106e-06,1.125240222584148e-07,-8.981326467906355e-10,1.123134683552193e-07,-2.850133401059239e-06,1.12534797500691e-07,3.031850078308351e-08,1.124189437473387e-07,-3.015056078944991e-09,1.126613565168659e-07,1.520200133270506e-09,1.13275181979837e-07,-5.397944815625618e-09,1.201127798927037e-07,-2.517413341694561e-05,1.403365938313118e-07,-0.0001579641159069468
1.403389654591173e-07,-0.0001894438752423649,1.135284475083595e-07,-6.600746406080932e-08,1.133386105789412e-07,3.916144944989071e-09,1.128829070123012e-07,-2.19373495152664e-09,1.129749655434996e-07,2.368275798353934e-10,1.122568129085975e-07,-2.661360442519628e-06,1.141249410688199e-07,5.042449451705821e-08,1.139529562327145e-07,-1.674399787098497e-09,1.200835490724163e-07,-2.646070551284105e-06,1.123135047437252e-07,-3.073795381974084e-06,1.132902124636837e-07,1.418297765477494e-08,1.122564206405534e-07,-1.237441842526651e-06,1.134103721797553e-07,3.835053078466401e-10,1.124e-07,-2.098667962229946e-06,1.200687201568193e-07,6.742834627373854e-06,1.201e-07,-1.883093414810091e-05,1.200961334419894e-07,-1.549220091695529e-05,1.12734999379666e-07,-3.938383825078807e-08,1.141963496504391e-07,1.075076911715538e-08,1.126718038240421e-07,-3.048553355051056e-09,1.123134822724127e-07,1.29753210005077e-06,1.123566974323473e-07,-2.314289548962148e-06,1.200685185344236e-07,6.763028413694319e-06,1.200759270506317e-07,3.162556526461886e-06,1.126193389343732e-07,6.006376785230464e-11,1.123567341776096e-07,-2.737109872125221e-06,1.126400100407921e-07,2.528524036119152e-08,1.124308091403421e-07,-2.249989869730807e-09,1.128975239466695e-07,3.782104018722001e-09,1.141205470954008e-07,-3.127136235153856e-09,1.201166141114371e-07,-2.68912693950995e-05,1.403389654591254e-07,-0.0001894438915515989
1.403406040319538e-07,-0.0002131854268230925,1.14599550876962e-07,-5.686997023504387e-08,1.142507177611632e-07,6.249266246408395e-09,1.133403937911754e-07,-3.976931377061579e-09,1.135308619338462e-07,-4.995223085685947e-10,1.123134328583539e-07,-2.624728104549531e-06,1.1581849147963e-07,4.357161391885987e-08,1.154759200342862e-07,-7.475829851991982e-10,1.200924029872626e-07,-1.202058097470603e-05,1.123567523718626e-07,-2.944472856321912e-06,1.141517518818348e-07,1.809050990408071e-08,1.123083581226943e-07,-1.230961453654113e-06,1.143971697201309e-07,2.043826922702514e-09,1.12406873524493e-07,-3.919000230457749e-08,1.200843600784097e-07,-3.706730017038779e-06,1.201021872873401e-07,-2.011864354001625e-05,1.201e-07,-1.883118382182504e-05,1.130154620163981e-07,-4.341913636896375e-08,1.159650327464754e-07,7.63750379736331e-09,1.129198186880558e-07,-1.561728173302953e-09,1.123567411362063e-07,1.319308176590992e-06,1.124e-07,-2.315086242249838e-06,1.200842592672118e-07,-3.662954383365527e-06,1.200833303199022e-07,-2.445255392131787e-06,1.128099722862901e-07,-9.284672885591817e-10,1.124e-07,-2.742419003313315e-06,1.128504351209943e-07,3.03090531407093e-08,1.124545399263488e-07,-1.043355815770259e-09,1.133698588062767e-07,1.513024395736268e-09,1.158112773265283e-07,-5.397925200541532e-09,1.201207072962364e-07,-2.899570100481228e-05,1.40340604031961e-07,-0.0002131854440406741
1.403424632842861e-07,-0.0002403819457814807,1.167417576141669e-07,-6.600617217704567e-08,1.160749321256073e-07,3.911516998953255e-09,1.142553673489238e-07,-2.193899141700236e-09,1.146426547145394e-07,2.381223926052102e-10,1.12356716429177e-07,-2.527036191905671e-06,1.17909245739815e-07,5.002787706672932e-08,1.177379600171431e-07,-1.674185503914586e-09,1.200962014936313e-07,-1.555176553444984e-05,1.124e-07,-2.954942498445561e-06,1.158748307181371e-07,1.414832281563234e-08,1.123541790613472e-07,-1.20491477575421e-06,1.163707648008821e-07,3.817552967991123e-10,1.124202416983344e-07,-1.058795443591475e-08,1.200921800392048e-07,-1.150025209680051e-05,1.201065618620204e-07,-2.236970356950204e-05,1.201022005084276e-07,-2.012504356901936e-05,1.135763872898622e-07,-3.938270339279289e-08,1.179825163732377e-07,1.073319270494586e-08,1.134158484160831e-07,-3.04764797107936e-09,1.124e-07,1.330212010746673e-06,1.124068930100251e-07,-4.583653682956335e-08,1.200921296336059e-07,-1.150053268663066e-05,1.200922015499694e-07,-1.18059502789347e-05,1.131912389901238e-07,7.277953151048516e-11,1.124069306939828e-07,-6.315069985220599e-08,1.132712852813987e-07,2.526041930293019e-08,1.124895811091449e-07,-1.810748355441567e-09,1.143145285254911e-07,3.784462661694277e-09,1.179056386632642e-07,-3.127079059565393e-09,1.201255228010822e-07,-3.134244070956183e-05,1.403424632842903e-07,-0.0002403819638384828
1.40344022535093e-07,-0.0002619210604407451,1.2e-07,-5.686821905199676e-08,1.180374660628037e-07,6.243233621020349e-09,1.160853144644206e-07,-3.976830976074516e-09,1.168662402759258e-07,-5.002388663151011e-10,1.124e-07,-2.529480335774605e-06,1.2e-07,4.313479473294533e-08,1.2e-07,-7.47748155796821e-10,1.201e-07,-1.883210961218443e-05,1.124069499130679e-07,-7.499140070877242e-08,1.179374153590686e-07,1.804021800177849e-08,1.124e-07,-1.204855297743387e-06,1.2e-07,2.043354717260331e-09,1.124319954731515e-07,-9.046789689248456e-09,1.201e-07,-1.886406643116739e-05,1.201105561677618e-07,-2.432644904042897e-05,1.201066015252827e-07,-2.238765910242255e-05,1.146982378367905e-07,-4.341918684247013e-08,1.2e-07,7.618566220475401e-09,1.144079078721376e-07,-1.562120366536551e-09,1.124063334973756e-07,1.393589320504103e-08,1.124202875088469e-07,-1.420380248781398e-08,1.201e-07,-1.875061699612547e-05,1.200961007749847e-07,-1.546508713355011e-05,1.139537723977912e-07,-9.343156699421094e-10,1.124203761384245e-07,-2.632236538942945e-08,1.141129856022075e-07,3.026190660004821e-08,1.125596634747371e-07,-1.082272904121681e-09,1.162038679639199e-07,1.509918856037966e-09,1.2e-07,-5.397880501396487e-09,1.201307548922396e-07,-3.202794499481058e-05,1.403440225350991e-07,-0.0002619210794112528
1.403457731534531e-07,-0.0002731575014428934,1.20025e-07,9.926864521469931e-06,1.2e-07,3.905039862584953e-09,1.180426572322103e-07,-2.193918162486772e-09,1.2e-07,2.383661419720864e-10,1.124069123100243e-07,-5.365721390982092e-08,1.20025e-07,1.003643108821499e-05,1.20025e-07,9.986084747332543e-06,1.201022145879595e-07,-2.01327481911264e-05,1.124204213579097e-07,-3.632573304404914e-08,1.2e-07,1.409336903505205e-08,1.124063726566563e-07,-1.948610138247363e-08,1.20025e-07,9.989792482077686e-06,1.124555030227858e-07,-4.676428178927476e-09,1.201025465476504e-07,-2.021795854552956e-05,1.20114193719252e-07,-2.601422617845944e-05,1.201106008047497e-07,-2.434518201426248e-05,1.16941938930647e-07,-3.938177493411365e-08,1.20025e-07,9.998337810162867e-06,1.163920267842468e-07,-3.047446560082106e-09,1.124190004921267e-07,1.35463919249784e-09,1.124320668749213e-07,-1.240396947515192e-08,1.201025303376864e-07,-2.025643423225377e-05,1.201e-07,-1.883272940123305e-05,1.15478839213126e-07,7.5563361031448e-11,1.124322050321948e-07,-2.401529429943502e-08,1.15796386243825e-07,2.516513819245315e-08,1.126998282059215e-07,-1.802851859442397e-09,1.1810193398196e-07,3.783333544423294e-09,1.20025e-07,9.982749572906113e-06,1.201356050746415e-07,-2.053270960692344e-05,1.403457731534678e-07,-0.0002731575212628885
1.403477520709115e-07,-0.0002683772055177384,1.200570629395677e-07,9.094885448658508e-06,1.20025e-07,9.994032529181152e-06,1.2e-07,-3.976755977019921e-09,1.20025e-07,9.988017830986558e-06,1.124203328951335e-07,-1.924263899136478e-08,1.200578960001664e-07,9.096288414076126e-06,1.200562887040892e-07,9.227188584651591e-06,1.201066437638785e-07,-2.240783844331363e-05,1.12432275529334e-07,-3.385598597971713e-08,1.20025e-07,1.000544972776066e-05,1.124190045575289e-07,-3.901887484109486e-09,1.200570446702047e-07,9.149518793444739e-06,1.124833737413921e-07,-7.380148006623546e-09,1.201076396429513e-07,-2.273455123997418e-05,1.201181497285881e-07,-2.793183823947973e-05,1.201142450041555e-07,-2.603638767215643e-05,1.2e-07,-4.341814105235372e-08,1.200574772396725e-07,9.108403689763068e-06,1.2e-07,-1.562188689492455e-09,1.124307046410583e-07,6.362390263934408e-11,1.124556256070701e-07,-7.101105666567788e-09,1.201075910130592e-07,-2.275591068761919e-05,1.201021935965377e-07,-2.012323401161384e-05,1.17739419606563e-07,-9.358710107781438e-10,1.124558628197354e-07,-1.696672994641787e-08,1.178981931219125e-07,3.011980082600949e-08,1.129801576682902e-07,-1.084943047222704e-09,1.2e-07,1.506822942294933e-09,1.200566206203588e-07,9.189394012889769e-06,1.201395200888158e-07,-8.612017822576932e-06,1.403477520709263e-07,-0.0002683772263498068
1.403494113356458e-07,-0.0002399913386330081,1.200670535605156e-07,7.079978892104463e-06,1.200573344250528e-07,9.120736625272812e-06,1.20025e-07,9.983935759968243e-06,1.200567494792552e-07,9.180426160833507e-06,1.124321376211471e-07,-1.717627288558608e-08,1.200683127067657e-07,6.801963029562367e-06,1.200658936857906e-07,7.487122780267604e-06,1.20110647835604e-07,-2.436595143241547e-05,1.124559838721826e-07,-2.590295042720647e-08,1.200576185402433e-07,9.098804548148037e-06,1.124308907488531e-07,-2.957326162688484e-09,1.200670261122114e-07,7.16713334222424e-06,1.125373417343845e-07,-4.697496336091543e-09,1.201127284713336e-07,-2.522994941763889e-05,1.201218976226284e-07,-2.979637976585408e-05,1.201182097532367e-07,-2.795821548486401e-05,1.20025e-07,9.945817497829141e-06,1.200676783170126e-07,6.973049726401661e-06,1.20025e-07,9.984753256134021e-06,1.124541129389215e-07,8.388793349921179e-10,1.12482759312443e-07,-1.034307304821134e-08,1.201126636612864e-07,-2.524144890539323e-05,1.201065807896129e-07,-2.238008002870354e-05,1.2e-07,7.674592016495325e-11,1.124818468193856e-07,-2.064713062734232e-08,1.2e-07,2.500747065444685e-08,1.135408165930277e-07,-1.801742288427208e-09,1.20025e-07,9.991418314399375e-06,1.200663897258224e-07,7.345769433648685e-06,1.201430304841114e-07,3.45343751501791e-07,1.403494113356613e-07,-0.0002399913601313987
1.40350667578183e-07,-0.0002045383560523768,1.200835267802578e-07,-3.192181724675244e-06,1.200674626205255e-07,7.037184898964754e-06,1.200565518595663e-07,9.197811310855661e-06,1.200665827892844e-07,7.296437969241727e-06,1.124557470731745e-07,-1.086597185207682e-08,1.200841563533828e-07,-3.598209268681456e-06,1.200759877202245e-07,3.125155697052722e-06,1.201142996276245e-07,-2.606119486618533e-05,1.12481548410307e-07,-2.989776616432483e-08,1.200678920393197e-07,6.911010647766678e-06,1.124546631315015e-07,-1.200942094036742e-09,1.200835130561057e-07,-3.132712658800679e-06,1.126420087434409e-07,-7.385458450328619e-09,1.201165432770934e-07,-2.693714924819623e-05,1.201259128433319e-07,-3.187168887050465e-05,1.201219853643204e-07,-2.983955603193204e-05,1.200570001122381e-07,9.120213820330044e-06,1.200838391585063e-07,-3.431998387056938e-06,1.200564864121544e-07,9.205491480686868e-06,1.124866221185629e-07,-1.788686886367428e-10,1.125339527130075e-07,-7.093169666741462e-09,1.201164593391233e-07,-2.69418143351094e-05,1.201105775233192e-07,-2.433729148258884e-05,1.20025e-07,9.987642881450241e-06,1.125290585857139e-07,-1.697941469334272e-08,1.20025e-07,1.001717963994421e-05,1.146621344425027e-07,-1.085446212853873e-09,1.200571902342593e-07,9.134656035452622e-06,1.200762980333781e-07,2.928233273976071e-06,1.201462086808669e-07,8.514159150072582e-07,1.403506675781979e-07,-0.0002045383782422037
1.403518487054162e-07,-0.0001640404451748667,1.200917633901289e-07,-1.122270164978242e-05,1.200837313102628e-07,-3.334150151155646e-06,1.200662868181897e-07,7.376186276917218e-06,1.200764222740556e-07,2.856578456508699e-06,1.124822681658847e-07,-1.468823470437102e-08,1.200920781766914e-07,-1.148110991200215e-05,1.200833938642904e-07,-2.504422353267884e-06,1.201182738888287e-07,-2.798752886071465e-05,1.125269742137186e-07,-2.58472346385875e-08,1.200839460196598e-07,-3.433949731080985e-06,1.124873914543895e-07,-2.333866437204048e-09,1.200917565280529e-07,-1.113164877246036e-05,1.128513427615537e-07,-4.694488043441817e-09,1.20120621395733e-07,-2.903237859106487e-05,1.201302755130971e-07,-3.232243416561276e-05,1.201238731698623e-07,-3.095567933679725e-05,1.200669590792381e-07,7.126699151188206e-06,1.200919195792532e-07,-1.127824552724702e-05,1.200661889553181e-07,7.40436821252493e-06,1.125516404778456e-07,9.335856558230692e-10,1.126301167343911e-07,-1.035618837060309e-08,1.201205216173799e-07,-2.902478102624628e-05,1.201142181896826e-07,-2.602681556002612e-05,1.200565998526884e-07,9.195988360433993e-06,1.126094860167156e-07,-2.066442275878218e-08,1.200577581369064e-07,9.09379166829528e-06,1.169047701414526e-07,-1.801495523608661e-09,1.200672452197771e-07,7.102161373028857e-06,1.200837196526698e-07,-2.812365234149477e-06,1.201496955351006e-07,3.009690859816522e-06,1.403518487054343e-07,-0.0001640404678904417
1.403532532436436e-07,-0.0001330006525375936,1.201e-07,-1.894816090882472e-05,1.200918656551314e-07,-1.123128124136507e-05,1.200762325935941e-07,2.970645921870459e-06,1.200838504460259e-07,-2.926502816397729e-06,1.125310668089735e-07,-1.083378227699537e-08,1.201e-07,-1.87810186028824e-05,1.200922600076078e-07,-1.186953499993766e-05,1.201220796582765e-07,-2.988710536813159e-05,1.126020680301888e-07,-2.993424482771957e-08,1.200919730098299e-07,-1.1407659172166e-05,1.125528481001655e-07,-1.248688069799693e-09,1.201e-07,-1.889850933203159e-05,1.132700107977793e-07,-7.386679847787762e-09,1.201253783053634e-07,-3.135646666474565e-05,1.201348756288453e-07,-2.341717228898982e-05,1.20127648780946e-07,-3.241431365890641e-05,1.200834795396191e-07,-3.129563842674223e-06,1.201e-07,-1.890093147553029e-05,1.200761708516177e-07,3.010344741514415e-06,1.126816771964111e-07,-2.033419394827804e-10,1.128224447771583e-07,-7.087942745902205e-09,1.20125214641212e-07,-3.132661816151788e-05,1.201181783468617e-07,-2.794636238857862e-05,1.200663586740626e-07,7.360115731427612e-06,1.12770340878719e-07,-1.697583935026391e-08,1.200681035420356e-07,6.852980543233846e-06,1.2e-07,-1.085573642076577e-09,1.200836226098886e-07,-3.234217412229056e-06,1.200925604308414e-07,-1.219876878146978e-05,1.201535090183334e-07,1.977137987886614e-06,1.403532532436601e-07,-0.0001330006762082471
1.403547723173969e-07,-0.0001086330653617468,1.20102425156139e-07,-2.034173768307659e-05,1.201e-07,-1.890160905445306e-05,1.200836508423327e-07,-2.746384777019904e-06,1.200926813712205e-07,-1.231826803783292e-05,1.126199205466686e-07,-1.468608062710431e-08,1.201025155037619e-07,-2.027952635594322e-05,1.200961300038039e-07,-1.549187893880753e-05,1.201239825430004e-07,-3.101265942559283e-05,1.127522556631292e-07,-2.58417813339104e-08,1.201e-07,-1.881015338183295e-05,1.126837613917176e-07,-2.325553094549193e-09,1.201024231939072e-07,-2.027353214300283e-05,1.141073468702306e-07,-4.693898885885173e-09,1.201306369675189e-07,-3.218435157054612e-05,1.201384961806783e-07,-1.150373241327827e-05,1.201316989673838e-07,-3.09473679020849e-05,1.200917397698096e-07,-1.118234711621547e-05,1.201024699016754e-07,-2.029178014367886e-05,1.200835859750826e-07,-2.684858628743133e-06,1.129417506335421e-07,9.426795440800455e-10,1.132071008626927e-07,-1.035820206114061e-08,1.201305135043841e-07,-3.229415717994e-05,1.201219393986043e-07,-2.981885956123553e-05,1.200762782315169e-07,2.947252606311769e-06,1.130920506027258e-07,-2.06655075176753e-08,1.200840517710178e-07,-3.520253865111692e-06,1.20025e-07,9.985749743217102e-06,1.200918113049443e-07,-1.118212343095898e-05,1.200962802154207e-07,-1.563075016515889e-05,1.201598028731458e-07,3.313590488386747e-06,1.403547723174134e-07,-0.0001086330898234754
1.403562461058204e-07,-9.884124742127657e-05,1.201072754684171e-07,-2.274823106184618e-05,1.201024544364618e-07,-2.028721813199553e-05,1.200924968815986e-07,-1.212876228904634e-05,1.200963406856103e-07,-1.567228712122908e-05,1.127976280220588e-07,-1.083389986554658e-08,1.201075465112857e-07,-2.276599813375769e-05,1.201e-07,-1.883416045405936e-05,1.201277883124481e-07,-3.244540751616004e-05,1.130526309290099e-07,-2.993577235078644e-08,1.20102485245564e-07,-2.02934016625467e-05,1.129455879748217e-07,-1.251341216496984e-09,1.201072695817215e-07,-2.267906344188535e-05,1.157820190151331e-07,-7.38689659851026e-09,1.201354448855785e-07,-2.117935406342292e-05,1.201416843701519e-07,-2.581006204340111e-06,1.201348155117857e-07,-2.318663269056045e-05,1.201e-07,-1.892887212729109e-05,1.201074097050261e-07,-2.273818788198637e-05,1.200924370179731e-07,-1.206284027795376e-05,1.13461897507804e-07,-2.073534757853698e-10,1.139764130337615e-07,-7.086998789427182e-09,1.201352764405476e-07,-2.179614124191071e-05,1.20125935420774e-07,-3.188421702975407e-05,1.200836988228629e-07,-2.785336783934225e-06,1.137354700507393e-07,-1.697529907917455e-08,1.200920258855089e-07,-1.144849465751402e-05,1.200563571363358e-07,9.219857187049949e-06,1.201e-07,-1.890063500477831e-05,1.201e-07,-1.884462229293625e-05,1.201686766021676e-07,2.253518829860796e-06,1.403562461058385e-07,-9.884127270411833e-05
1.403579032554825e-07,-8.750483411575817e-05,1.201122763730277e-07,-2.520635618753676e-05,1.201073633093854e-07,-2.272008244406523e-05,1.200962484407993e-07,-1.560098727851752e-05,1.201e-07,-1.883451341153779e-05,1.131530429728393e-07,-1.468609419270465e-08,1.201126092742367e-07,-2.524791345548419e-05,1.201021997848752e-07,-2.012783825499834e-05,1.201318837826056e-07,-3.069651278398255e-05,1.136533814607714e-07,-2.584103437978834e-08,1.201074557366921e-07,-2.27533422654347e-05,1.134692411410298e-07,-2.324479141325014e-09,1.201122691165753e-07,-2.513736580464533e-05,1.178910095075665e-07,-4.693662928762554e-09,1.201393909021871e-07,-8.987790828218712e-06,1.201459107241434e-07,1.400166913555786e-06,1.201381628402957e-07,-1.258622717609518e-05,1.20102418402775e-07,-2.032022487776799e-05,1.201124416049196e-07,-2.520863522243288e-05,1.200962185089866e-07,-1.557332367460738e-05,1.145021912563279e-07,9.444266954013409e-10,1.155150373758991e-07,-1.035855153850154e-08,1.201392590187423e-07,-9.330100058928335e-06,1.201303024008351e-07,-3.230638236593794e-05,1.200925412013068e-07,-1.216830058920254e-05,1.150223089467663e-07,-2.066554489344666e-08,1.201e-07,-1.879939582306994e-05,1.20065995826082e-07,7.458862016926492e-06,1.20102438867234e-07,-2.028090366142131e-05,1.201022303823488e-07,-2.015289838462609e-05,1.201864240602113e-07,3.493357765134018e-06,1.403579032555041e-07,-8.750486014525853e-05
1.403599652096853e-07,-8.250742334612277e-05,1.201159427471344e-07,-2.684034442525112e-05,1.201123845773625e-07,-2.518655462445167e-05,1.201e-07,-1.884199372039e-05,1.201022421785368e-07,-2.014768154565998e-05,1.138638728744003e-07,-1.083380373721835e-08,1.201163854993661e-07,-2.693842152595638e-05,1.201065993546255e-07,-2.239033532026539e-05,1.201350339183949e-07,-2.253079931942948e-05,1.148548825242943e-07,-2.993579903471129e-08,1.201124981012264e-07,-2.522771224188792e-05,1.145165474734462e-07,-1.251819553685198e-09,1.201159332858896e-07,-2.677182972747145e-05,1.2e-07,-7.386945459101971e-09,1.201428651857276e-07,-3.775200350637453e-08,1.201492994359876e-07,2.19007459306599e-06,1.201412072211563e-07,-3.20150909085978e-06,1.20107255208325e-07,-2.272097069456417e-05,1.201161605429233e-07,-2.687031358204895e-05,1.201e-07,-1.883955911470863e-05,1.165827787533757e-07,-2.084485614712843e-10,1.177575186879495e-07,-7.0866375041077e-09,1.201426990247251e-07,-4.064690993405604e-07,1.201349184817688e-07,-2.328259726851986e-05,1.200962706006534e-07,-1.561208665351737e-05,1.175959867388204e-07,-1.697486422403162e-08,1.201025004482918e-07,-2.029031220855394e-05,1.200760505365383e-07,3.086143600269233e-06,1.201073166017019e-07,-2.270014350695448e-05,1.201066911470463e-07,-2.244261043576303e-05,1.202e-07,2.364063040982391e-06,1.403599652097125e-07,-8.250745038588421e-05
